state	year	agency	scode	area	po-total	ps-popgw	ps-popsw	ps-popto	ps-wgwfr	ps-wswfr	ps-wtofr	ps-wgwsa	ps-wswsa	ps-wsato	ps-total	ps-loss	ps-deliv	ps-prcap	ps-facil	ps-facdb	co-wgwfr	co-wswfr	co-wtotl	co-psdel	co-total	co-cuse	do-sspop	do-ssgwf	do-ssswf	do-sstot	do-sspcp	do-pspop	do-psdel	do-pspcp	do-total	do-cuse	in-wgwfr	in-wgwsa	in-wgwto	in-wswfr	in-wswsa	in-wswto	in-wtofr	in-wtosa	in-wtotl	in-recww	in-psdel	in-total	in-cufr	in-cusal	in-cuse	in-facil	in-facdb	pt-wgwfr	pt-wswfr	pt-wswsa	pt-wswto	pt-frtot	pt-wtotl	pt-psdel	pt-total	pt-cufr	pt-cusal	pt-cuse	pt-power	pt-facil	pt-facdb	pf-wgwfr	pf-wswfr	pf-wswsa	pf-wswto	pf-frtot	pf-wtotl	pf-psdel	pf-total	pf-cufr	pf-cusal	pf-cuse	pf-power	pf-facil	pf-facdb	pg-wgwfr	pg-wgwsa	pg-wtotl	pg-cufr	pg-cusal	pg-power	pg-facil	pg-facdb	pn-wgwfr	pn-wswfr	pn-wswsa	pn-wswto	pn-frtot	pn-wtotl	pn-psdel	pn-total	pn-cufr	pn-cusal	pn-cuse	pn-power	pn-facil	pn-facdb	mi-wgwfr	mi-wgwsa	mi-gwtot	mi-wswfr	mi-wswsa	mi-swtot	mi-frtot	mi-satot	mi-total	mi-cufr	mi-cusal	mi-cuse	ls-gwtot	ls-swtot	ls-total	ls-cuse	la-gwtot	la-swtot	la-total	la-cuse	lv-gwtot	lv-swtot	lv-total	lv-cuse	ir-wgwfr	ir-wswfr	ir-recww	ir-frtot	ir-spray	ir-flood	ir-irrig	ir-convy	ir-cuse	hy-total	hy-power	hy-facil	hy-facdb	ww-facpu	ww-facot	ww-facil	ww-retrn	ww-facdb	ww-recww	re-evap	re-area	to-gwfr	to-gwsal	to-gwtot	to-swfr	to-swsal	to-swtot	to-frtot	to-satot	to-total	to-recww	to-cufr	to-cusal	to-cuse	to-convy
MO	1985	USGS	29	163	16.80	1.03	10.93	11.96	0.10	1.28	1.38	0.00	0.00	0.00	1.38	0.20	1.38	115.38	0.00	0.00	0.10	0.00	0.10	0.10	0.20	0.01	4.84	0.29	0.00	0.29	59.92	11.96	1.08	90.30	1.37	0.37	0.48	0.00	0.48	6.11	0.00	6.11	6.59	0.00	6.59	0.00	0.00	6.59	0.89	0.00	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.51	0.67	0.67	0.00	0.00	0.00	0.00	0.16	0.51	0.67	0.67	0.00	0.00	0.00	0.00	0.38	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	6.00	2.00	8.00	4.51	0.00	0.00	0.00	0.00	1.13	0.00	1.13	7.90	0.00	7.90	9.03	0.00	9.03	0.00	1.94	0.00	1.94	0.00
MO	1985	USGS	29	165	49.90	16.82	15.05	31.87	1.37	1.43	2.80	0.00	0.00	0.00	2.80	0.42	2.80	87.86	0.00	0.00	0.36	0.00	0.36	0.16	0.52	0.04	18.03	1.08	0.00	1.08	59.90	31.87	2.22	69.66	3.30	0.83	0.12	0.00	0.12	0.13	0.00	0.13	0.25	0.00	0.25	0.00	0.00	0.25	0.03	0.00	0.03	0.00	0.00	0.00	347.00	0.00	347.00	347.00	347.00	0.00	347.00	0.00	0.00	0.00	4213.00	0.00	0.00	0.00	347.00	0.00	347.00	347.00	347.00	0.00	347.00	0.00	0.00	0.00	4213.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.04	0.13	0.17	0.17	0.00	0.00	0.00	0.00	0.04	0.13	0.17	0.17	0.08	0.21	0.00	0.29	0.64	0.00	0.64	0.00	0.24	0.00	0.00	0.00	0.00	14.00	2.00	16.00	5.43	0.00	0.00	0.00	0.00	3.05	0.01	3.06	348.90	0.00	348.90	351.95	0.01	351.96	0.00	1.31	0.00	1.31	0.00
MO	1985	USGS	29	167	20.20	8.26	0.00	8.26	1.07	0.00	1.07	0.00	0.00	0.00	1.07	0.16	1.07	129.54	0.00	0.00	0.24	0.00	0.24	0.16	0.40	0.03	11.94	0.72	0.00	0.72	60.30	8.26	0.74	89.59	1.46	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.46	0.60	0.60	0.00	0.00	0.00	0.00	0.14	0.46	0.60	0.60	0.15	0.21	0.00	0.36	1.44	0.00	1.44	0.00	0.30	0.00	0.00	0.00	0.00	5.00	0.00	5.00	1.67	0.00	0.00	0.00	0.00	2.32	0.00	2.32	0.67	0.00	0.67	2.99	0.00	2.99	0.00	1.26	0.00	1.26	0.00
MO	1985	USGS	29	169	43.70	17.49	22.50	39.99	2.74	2.24	4.98	0.00	0.00	0.00	4.98	0.75	4.98	124.53	0.00	0.00	0.08	0.00	0.08	0.63	0.71	0.05	3.71	0.22	0.00	0.22	59.30	39.99	3.60	90.02	3.82	1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.05	0.06	0.06	0.00	0.00	0.00	0.00	0.01	0.05	0.06	0.06	0.00	0.00	0.00	0.00	0.15	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	19.00	2.00	21.00	7.27	0.00	0.00	0.00	0.00	3.05	0.00	3.05	2.29	0.00	2.29	5.34	0.00	5.34	0.00	1.22	0.00	1.22	0.00
MO	1985	USGS	29	171	5.60	0.00	3.62	3.62	0.00	0.36	0.36	0.00	0.00	0.00	0.36	0.05	0.36	99.45	0.00	0.00	0.04	0.00	0.04	0.02	0.06	0.00	1.98	0.12	0.00	0.12	60.61	3.62	0.29	80.11	0.41	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.24	0.31	0.31	0.00	0.00	0.00	0.00	0.07	0.24	0.31	0.31	0.00	0.00	0.00	0.00	0.10	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	5.00	0.34	0.00	0.00	0.00	0.00	0.23	0.00	0.23	0.60	0.00	0.60	0.83	0.00	0.83	0.00	0.41	0.00	0.41	0.00
MO	1985	USGS	29	173	8.90	0.00	5.46	5.46	0.00	0.29	0.29	0.00	0.00	0.00	0.29	0.04	0.29	53.11	0.00	0.00	0.07	0.00	0.07	0.03	0.10	0.01	3.44	0.21	0.00	0.21	61.05	5.46	0.22	40.29	0.43	0.10	0.00	0.00	0.00	0.28	0.00	0.28	0.28	0.00	0.28	0.00	0.00	0.28	0.04	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.21	0.28	0.28	0.00	0.00	0.00	0.00	0.07	0.21	0.28	0.28	0.00	0.59	0.00	0.59	0.92	0.00	0.92	0.00	0.50	1807.00	175.00	0.00	0.00	11.00	0.00	11.00	0.81	0.00	0.00	0.00	0.00	0.35	0.00	0.35	1.37	0.00	1.37	1.72	0.00	1.72	0.00	0.93	0.00	0.93	0.00
MO	1985	USGS	29	175	26.10	0.37	23.41	23.78	0.04	1.90	1.94	0.00	0.00	0.00	1.94	0.29	1.94	81.58	0.00	0.00	0.05	0.00	0.05	0.12	0.17	0.01	2.32	0.14	0.00	0.14	60.34	23.78	1.53	64.34	1.67	0.48	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	778.00	0.00	778.00	778.00	778.00	0.00	778.00	13.20	0.00	13.20	5700.00	0.00	0.00	0.00	778.00	0.00	778.00	778.00	778.00	0.00	778.00	13.20	0.00	13.20	5700.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.05	0.21	0.26	0.26	0.00	0.00	0.00	0.00	0.05	0.21	0.26	0.26	0.00	0.05	0.00	0.05	0.32	0.00	0.32	0.00	0.04	0.00	0.00	0.00	0.00	20.00	7.00	27.00	2.91	0.00	0.00	0.00	0.00	0.28	0.00	0.28	780.18	0.00	780.18	780.46	0.00	780.46	0.00	13.99	0.00	13.99	0.00
MO	1985	USGS	29	177	22.00	20.17	0.00	20.17	1.73	0.00	1.73	0.00	0.00	0.00	1.73	0.26	1.73	85.77	0.00	0.00	0.04	0.00	0.04	0.10	0.14	0.01	1.83	0.11	0.00	0.11	60.11	20.17	1.37	67.92	1.48	0.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.24	0.32	0.32	0.00	0.00	0.00	0.00	0.08	0.24	0.32	0.32	0.00	0.00	0.00	0.00	4.78	0.00	4.78	0.00	0.00	0.00	0.00	0.00	0.00	5.00	1.00	6.00	1.02	0.00	0.00	0.00	0.00	1.96	0.00	1.96	0.24	0.00	0.24	2.20	0.00	2.20	0.00	0.76	0.00	0.76	0.00
MO	1985	USGS	29	179	6.90	1.65	0.00	1.65	0.21	0.00	0.21	0.00	0.00	0.00	0.21	0.03	0.21	127.27	0.00	0.00	0.10	0.00	0.10	0.03	0.13	0.01	5.25	0.31	0.00	0.31	59.05	1.65	0.15	90.91	0.46	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.15	0.00	13.15	3.00	0.00	3.00	16.15	0.00	16.15	1.61	0.00	1.61	0.03	0.08	0.11	0.11	0.00	0.00	0.00	0.00	0.03	0.08	0.11	0.11	0.02	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	0.00	7.00	0.85	0.00	0.00	0.00	0.00	13.82	0.00	13.82	3.08	0.00	3.08	16.90	0.00	16.90	0.00	1.82	0.00	1.82	0.00
MO	1985	USGS	29	181	12.80	6.93	0.00	6.93	0.69	0.00	0.69	0.00	0.00	0.00	0.69	0.11	0.69	99.57	0.00	0.00	0.12	0.00	0.12	0.03	0.15	0.01	5.87	0.35	0.00	0.35	59.63	6.93	0.55	79.37	0.90	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.11	0.14	0.14	0.00	0.00	0.00	0.00	0.03	0.11	0.14	0.14	7.16	0.00	0.00	7.16	0.45	3.91	4.36	0.00	4.80	0.00	0.00	0.00	0.00	7.00	0.00	7.00	0.23	0.00	0.00	0.00	0.00	8.35	0.00	8.35	0.11	0.00	0.11	8.46	0.00	8.46	0.00	5.17	0.00	5.17	0.00
MO	1985	USGS	29	183	172.30	117.16	6.90	124.06	12.17	3.43	15.60	0.00	0.00	0.00	15.60	2.34	15.60	125.75	0.00	0.00	0.96	0.00	0.96	2.09	3.05	0.21	48.24	2.89	0.00	2.89	59.91	124.06	11.17	90.04	14.06	3.78	1.42	0.00	1.42	0.40	0.00	0.40	1.82	0.00	1.82	0.00	0.00	1.82	0.25	0.00	0.25	0.00	0.00	0.00	341.00	0.00	341.00	341.00	341.00	0.00	341.00	0.00	0.00	0.00	2319.00	0.00	0.00	0.00	341.00	0.00	341.00	341.00	341.00	0.00	341.00	0.00	0.00	0.00	2319.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.20	0.27	0.27	0.00	0.00	0.00	0.00	0.07	0.20	0.27	0.27	0.23	0.00	0.00	0.23	1.76	0.00	1.76	0.00	0.20	0.00	0.00	0.00	0.00	42.00	11.00	53.00	19.60	0.00	0.00	0.00	0.00	17.74	0.00	17.74	345.03	0.00	345.03	362.77	0.00	362.77	0.00	4.71	0.00	4.71	0.00
MO	1985	USGS	29	185	8.40	1.70	1.08	2.78	0.20	0.08	0.28	0.00	0.00	0.00	0.28	0.05	0.28	100.72	0.00	0.00	0.11	0.00	0.11	0.01	0.12	0.01	5.62	0.34	0.00	0.34	60.50	2.78	0.22	79.14	0.56	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.29	0.38	0.38	0.00	0.00	0.00	0.00	0.09	0.29	0.38	0.38	0.01	0.22	0.00	0.23	0.70	0.00	0.70	0.00	0.19	0.00	0.00	0.00	0.00	4.00	4.00	8.00	0.42	0.00	0.00	0.00	0.00	0.75	0.00	0.75	0.59	0.00	0.59	1.34	0.00	1.34	0.00	0.70	0.00	0.70	0.00
MO	1985	USGS	29	187	44.00	32.12	0.00	32.12	3.18	0.00	3.18	0.00	0.00	0.00	3.18	0.48	3.18	99.00	0.00	0.00	0.24	0.00	0.24	0.16	0.40	0.03	11.88	0.71	0.00	0.71	59.76	32.12	2.54	79.08	3.25	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.12	0.16	0.16	0.00	0.00	0.00	0.00	0.04	0.12	0.16	0.16	0.00	0.00	0.00	0.00	0.09	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	28.00	4.00	32.00	4.27	0.00	0.00	0.00	0.00	4.17	0.00	4.17	0.12	0.00	0.12	4.29	0.00	4.29	0.00	1.06	0.00	1.06	0.00
MO	1985	USGS	29	189	989.50	10.88	978.62	989.50	1.36	134.76	136.12	0.00	0.00	0.00	136.12	20.41	136.12	137.56	0.00	0.00	0.00	0.00	0.00	19.79	19.79	1.39	0.00	0.00	0.00	0.00	0.00	989.50	89.06	90.01	89.06	26.72	0.11	0.00	0.11	10.71	0.00	10.71	10.82	0.00	10.82	0.00	6.86	17.68	2.39	0.00	2.39	0.00	0.00	0.00	0.37	0.00	0.37	0.37	0.37	0.00	0.37	0.00	0.00	0.00	-0.63	0.00	0.00	0.00	0.37	0.00	0.37	0.37	0.37	0.00	0.37	0.00	0.00	0.00	-0.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.04	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.04	0.00	0.00	0.00	0.00	0.97	0.00	0.97	0.00	0.00	0.00	0.00	0.00	0.00	62.00	43.00	105.00	62.52	0.00	0.00	0.00	0.00	1.47	0.00	1.47	145.88	0.00	145.88	147.35	0.00	147.35	0.00	30.54	0.00	30.54	0.00
MO	1985	USGS	29	193	15.50	10.46	0.00	10.46	1.11	0.00	1.11	0.00	0.00	0.00	1.11	0.17	1.11	106.12	0.00	0.00	0.10	0.00	0.10	0.05	0.15	0.01	5.04	0.30	0.00	0.30	59.52	10.46	0.89	85.09	1.19	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.02	0.00	0.00	0.00	0.00	0.03	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	8.00	2.00	10.00	0.69	0.00	0.00	0.00	0.00	1.51	0.00	1.51	0.02	0.00	0.02	1.53	0.00	1.53	0.00	0.34	0.00	0.34	0.00
MO	1985	USGS	29	195	24.60	18.02	2.01	20.03	3.68	0.15	3.83	0.00	0.00	0.00	3.83	0.58	3.83	191.21	0.00	0.00	0.09	0.00	0.09	0.40	0.49	0.03	4.57	0.27	0.00	0.27	59.08	20.03	1.80	89.87	2.07	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.79	0.79	0.11	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.26	0.16	0.00	0.16	84.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.26	0.16	0.00	0.16	84.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.48	0.60	0.60	0.00	0.00	0.00	0.00	0.12	0.48	0.60	0.60	0.10	0.00	0.00	0.10	0.92	0.00	0.92	0.00	0.09	0.00	0.00	0.00	0.00	11.00	6.00	17.00	4.69	0.00	0.00	0.00	0.00	4.26	0.00	4.26	0.63	0.00	0.63	4.89	0.00	4.89	0.00	1.57	0.00	1.57	0.00
MO	1985	USGS	29	197	4.60	0.00	2.83	2.83	0.00	0.17	0.17	0.00	0.00	0.00	0.17	0.03	0.17	60.07	0.00	0.00	0.04	0.00	0.04	0.01	0.05	0.00	1.77	0.11	0.00	0.11	62.15	2.83	0.13	45.94	0.24	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.17	0.22	0.22	0.00	0.00	0.00	0.00	0.05	0.17	0.22	0.22	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	5.00	0.25	0.00	0.00	0.00	0.00	0.20	0.00	0.20	0.34	0.00	0.34	0.54	0.00	0.54	0.00	0.28	0.00	0.28	0.00
MO	1985	USGS	29	199	5.20	1.60	2.10	3.70	0.06	0.20	0.26	0.00	0.00	0.00	0.26	0.04	0.26	70.27	0.00	0.00	0.03	0.00	0.03	0.02	0.05	0.00	1.50	0.09	0.00	0.09	60.00	3.70	0.20	54.05	0.29	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.24	0.31	0.31	0.00	0.00	0.00	0.00	0.07	0.24	0.31	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	3.00	0.40	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.44	0.00	0.44	0.69	0.00	0.69	0.00	0.38	0.00	0.38	0.00
MO	1985	USGS	29	201	40.10	31.23	0.00	31.23	3.68	0.00	3.68	0.00	0.00	0.00	3.68	0.55	3.68	117.84	0.00	0.00	0.18	0.00	0.18	0.32	0.50	0.03	8.87	0.53	0.00	0.53	59.75	31.23	2.81	89.98	3.34	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.71	0.00	0.00	0.00	2.71	2.71	0.00	2.71	1.69	0.00	1.69	1335.49	0.00	0.00	2.71	0.00	0.00	0.00	2.71	2.71	0.00	2.71	1.69	0.00	1.69	1335.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.08	0.10	0.10	0.00	0.00	0.00	0.00	0.02	0.08	0.10	0.10	5.85	0.00	0.00	5.85	4.42	20.20	24.62	0.00	4.25	0.00	0.00	0.00	0.00	13.00	1.00	14.00	6.77	0.00	0.00	0.00	0.00	12.97	0.00	12.97	0.08	0.00	0.08	13.05	0.00	13.05	0.00	6.99	0.00	6.99	0.00
MO	1985	USGS	29	203	8.00	2.44	0.00	2.44	0.38	0.00	0.38	0.00	0.00	0.00	0.38	0.06	0.38	155.74	0.00	0.00	0.11	0.00	0.11	0.05	0.16	0.01	5.56	0.33	0.00	0.33	59.35	2.44	0.22	90.16	0.55	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.09	0.12	0.12	0.00	0.00	0.00	0.00	0.03	0.09	0.12	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	4.00	9.00	0.19	0.00	0.00	0.00	0.00	0.85	0.00	0.85	0.09	0.00	0.09	0.94	0.00	0.94	0.00	0.26	0.00	0.26	0.00
